股票代號,淨有形資產收益率(Q1),本業資金占總資產比率,長期債務比率,營收年增率(當月),營業利益率,股東權益報酬率(Q1),淨有形資產收益率(Q2),要求報酬率(Q1),內在價值,內在價值(Q2),季度數量,內在價值(Q3),四季盈餘,毛利率,年化營收
3130,0.7337962315351579,0.14687014739519,0.0188196210625249,0.1046425717992113,0.1776222885399011,0.1977569264420845,0.8174013086293535,0.08,8539120.856467243,9309499.36418872,33,9794944.191440128,500656.0,0.8646347772186863,2746552.0
3131,0.1392759014470101,0.5014637753383766,0.1976219274228166,0.0717015925593663,0.1315133212182943,0.137980398132724,0.1645633767434759,0.1051810246382474,12364682.747713309,13874417.279656462,33,16616199.93190502,1534915.0,0.3377978567531319,6882997.0
3135,0.0,0.9583089596703588,0.0874478250817832,2.3446859359450247,0.2743467657412451,,0.0,0.14,,,4,,,0.3035395376901487,14837735.0
3138,0.0663363181474337,0.6690860630007915,0.0615949087681283,0.0688874043017193,-0.0323067648146553,0.0692237222141693,0.1131232989570439,0.1234159204631415,3175913.308661915,4580701.82905012,24,7131009.66081728,83436.0,0.4144329217940209,1844963.0
3141,0.0345577824546811,0.5953241692986856,0.024199184134766,0.1988568285832138,0.0541321020933641,0.0338455548229299,0.0802830502754078,0.1313605543863297,2471215.296564987,4153272.610562031,33,8489820.954749104,75923.0,0.4251318989607295,1686637.0
3147,0.0897494612028434,0.8585736842261096,0.0049944653980577,8.124457522257432,0.0655260533824964,0.2055007363111199,0.1179152451475133,0.1175626346992891,2640158.235647699,2994878.1697326885,32,3552067.1273746826,390260.0,0.1257938163522652,11220827.0
3149,-0.0833953633815596,0.8015576465317091,0.2564502135651509,-0.0673910595653642,-0.1579170352595063,-0.2026060869370311,-0.0523418575044851,0.1608488408453899,-1522773.295242833,-1010977.3567570224,33,-786633.8216675457,-543157.0,-0.041404414979613,2349448.0
3150,-0.0805033796570744,0.3246520696468192,0.0178875688122492,-0.0483881622407187,-0.0325325572217837,-0.0208086216222726,-0.0158385125711676,0.1601258449142686,288117.79371653125,369603.78325690137,8,484192.8290435916,-18445.0,0.4421862667719021,295064.0
3152,0.0989986681004622,0.9904501821200288,0.0029074483627658,0.1765000777914153,0.2893381570546925,0.1100348735951925,0.1660152318407873,0.1152503329748844,2504669.3559015286,5008714.444171602,33,6868922.111921253,645234.0,0.4513726324749947,1414647.0
3158,0.0,0.3654114910757925,0.045344749127804,0.1183735049702515,0.2088169979857127,,0.0,0.14,,,2,,,0.639278220088598,
3162,-0.061688264455172,0.9345206474682268,0.0798299058732827,0.2185335465210058,-0.0080212359307613,-0.118298120841771,0.0001087197474439,0.155422066113793,-3583515.143945528,394145.3123975783,33,1777454.4712226,160835.0,0.1041206722666738,8033863.0
3163,0.0889120487477393,0.4365693191850381,0.036905884920766,0.2997081323542966,0.0532057095390149,0.0775078439670362,0.1596911433367369,0.1177719878130651,3577300.461528835,5086273.328222269,33,7848195.884420997,695695.0,0.1885550110883332,2434817.0
3164,0.0351041304285469,0.7713479744945264,0.0517014903638094,-0.0325610519724483,-0.0805203543792755,0.0290337767212647,0.046069319551279,0.1312239673928632,651386.2965727481,750855.0454745207,33,1092869.7164538177,44889.0,0.540787260289335,390602.0
3167,0.0385548017649645,0.8306233959629614,0.1182666486105626,1.2027058178079602,0.2103477226973917,0.0837813625058664,0.0680546938864233,0.1303612995587588,2528778.9296884323,5075013.533563738,33,6582301.824723709,908235.0,0.4234150958326097,7162440.0
3168,0.0852604501329866,0.6780732061947305,0.0175314996217704,0.0982757358324791,0.0678518041533472,0.0776885949839769,0.0862610590954105,0.1186848874667533,2641904.255844711,2660653.6986460267,9,2789581.1996019897,201103.0,0.2282179242462571,3536906.0
3169,0.5851771440671667,0.1198396447678272,0.0045973621241852,0.0322237332229645,0.2668460381226338,0.1354133015739728,0.7967397071010192,0.08,3734693.380919405,4354111.635887718,33,4872366.412596693,221630.0,0.5420076377523186,918947.0
