stockId,ReturnOfNetTangibleAssets_FirstQuartile,ONWR,LongDebtRatio,YoY,OperatingProfitMargin,ReturnOfEquity_FirstQuartile,ReturnOfNetTangibleAssets_Median,ReturnOfRequest,IntrinsicValue_FirstQuartile,IntrinsicValue_Median,QuarterLength,IntrinsicValue_ThirdQuartile,Profit_4,GrossProfitRatio,revenue12,price,name,share,IntrinsicValuePerShare_FirstQuartile,IntrinsicValuePerShare_Median,IntrinsicValuePerShare_ThirdQuartile,AnnualizedReturn,SalesToPrice
1232,0.2345780592739126,0.8096410680384046,0.1299699908988896,0.033909468072235,0.0617107519602849,0.2402425520296851,0.251098409899066,0.0813554851815218,26550374.424990237,28375387.59471908,23,31019483.08895229,1122632.0,0.103840254866836,24732902.0,141.0,大統益,159974915,165.96586049125412,177.37398138151272,193.90216953046854,0.04976985971840763,1.0964884868497633
1233,0.0296576324770741,0.7732305135750431,0.133453340005431,-0.0055218507522625,0.0550834685461786,0.0345353753412623,0.0386657336124554,0.1325855918807315,611988.1691207709,728598.745295492,23,1155869.68045132,104423.0,0.5783161351145087,1868112.0,34.4,天仁,90591948,6.755436687604631,8.042643539307623,12.759077445285975,0.03350797054923022,0.599452629005713
1234,0.0367576825553367,0.934987065408812,0.1048664971590279,0.0230281020419303,0.0753537991121183,0.0438792903981943,0.0384198374349906,0.1308105793611658,4965642.253152988,5215955.913625298,23,5868635.695678643,965770.0,0.2865779086312569,9686472.0,39.85,黑松,401871094,12.35630610733348,12.979176635245377,14.603278970043672,0.06030573511226501,0.6048539658556094
1235,0.0364461720284524,0.8334788363968167,0.0995010302078198,2.483974358974359,-0.094019728729963,0.0223766256015442,0.0587302506929551,0.1308884569928869,1283859.758660725,1887749.9349995009,23,2228894.342569548,58549.0,0.1973489519112207,61395.0,83.0,興泰,149664950,8.578225955113238,12.613173191181374,14.892560633398455,0.004713258772706749,0.004942364896929594
1236,0.0003102535054904,0.7686470538263108,0.1403774867210813,0.5607944380279457,0.0145557479095281,0.0018318392071742,0.0067469190430782,0.1399224366236274,341584.1911648675,516451.497935117,23,677689.5902966603,37403.0,0.2809438022354174,2169478.0,23.75,宏亞,86674008,3.941022217004981,5.958551010299616,7.818832957357416,0.018169958840425802,1.053908134780881
1240,0.0575627593667527,0.8144435367836574,0.0143551210914805,0.1148977920487808,0.0437794522816579,0.0758973896282881,0.0900274326652015,0.1256093101583118,1141758.7161772505,1494799.8384377405,22,1641411.3186848802,110217.0,0.1144663397118381,3370266.0,47.55,茂生農經,39370158,29.000613006868054,37.96783945946421,41.691763560737556,0.05887499819209655,1.8003067100073895
1256,0.1596023174072829,0.6421706017447576,0.0161305882810118,1.3921530112300275,0.1533533701186585,0.1299433063615264,0.2433497559161682,0.1000994206481792,6930211.820377355,8864736.319142777,23,10142735.128006233,499004.0,0.2946211577594653,4144317.0,249.0,鮮活果汁-KY,33842160,204.78042241917643,261.9435733163243,299.70708512713827,0.059217027769919425,0.4918079511914717
1259,0.0439231441706216,0.6688714817097291,0.2731301854407847,-0.0603301308549761,0.0144340753193964,0.0659542406854461,0.051711823883851,0.1290192139573446,1679115.035527778,2018316.5784627143,23,2443518.860098221,177533.0,0.2430500923415076,5755777.0,75.9,安心,32389500,51.84133856736838,62.313915882082604,75.4416974667167,0.07221594060324003,2.3413047149402932
1264,0.1875047576597578,0.8206348030917019,0.0138154490069082,0.6137262109444477,0.1754234182908052,0.1711118772282968,0.1924152528996654,0.0931238105850605,7814661.670402931,9000680.419375598,23,10029780.31734443,670705.0,0.3352157146997085,5459012.0,295.0,德麥,37064367,210.84028415763666,242.83917810806264,270.604387155578,0.06134129502836082,0.499269970635916
1268,0.0417448664775028,0.7837956301821899,0.4122471919466565,-0.0450104843422364,0.0914139718276145,0.0851892979008408,0.0740887866463869,0.1295637833806243,326734.21001916844,1872581.997305252,23,3156021.1268373765,374837.0,0.4496762979388789,3900131.0,156.0,漢來美食,42223730,7.738165482281372,44.349042524316346,74.74519960309941,0.056906419258821575,0.5921040074761217
